Period,Continent,TotalPopulation
2012-09-01,NHS ENGLAND EAST OF ENGLAND ,9013
2012-09-01,NHS ENGLAND NORTH WEST ,3662
2012-09-01,NHS ENGLAND MIDLANDS ,15422
2012-09-01,NHS ENGLAND SOUTH EAST ,457
2012-09-01,NHS ENGLAND MIDLANDS ,5207
2012-09-01,NHS ENGLAND SOUTH EAST ,1291
2012-09-01,NHS ENGLAND LONDON,8460
2012-09-01,NHS ENGLAND MIDLANDS ,7609
2012-09-01,NHS ENGLAND SOUTH EAST ,5364
2012-10-01,NHS ENGLAND MIDLANDS ,0
2012-10-01,NHS ENGLAND SOUTH WEST ,3210
2012-10-01,NHS ENGLAND NORTH WEST ,7842
2012-10-01,NHS ENGLAND SOUTH EAST ,7175
2012-10-01,NHS ENGLAND LONDON,7064
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3030
2012-10-01,NHS ENGLAND SOUTH EAST ,8148
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1576
2012-10-01,NHS ENGLAND SOUTH WEST ,2644
2012-10-01,NHS ENGLAND MIDLANDS ,577
2012-10-01,NHS ENGLAND MIDLANDS ,229
2012-10-01,NHS ENGLAND MIDLANDS ,1849
2012-10-01,NHS ENGLAND MIDLANDS ,487
2012-10-01,NHS ENGLAND SOUTH WEST ,3355
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,8189
2012-10-01,NHS ENGLAND SOUTH EAST ,13191
2012-10-01,NHS ENGLAND SOUTH WEST ,3472
2012-10-01,NHS ENGLAND SOUTH EAST ,11130
2012-10-01,NHS ENGLAND SOUTH EAST ,1867
2012-10-01,NHS ENGLAND MIDLANDS ,7301
2012-10-01,NHS ENGLAND MIDLANDS ,9806
2012-10-01,NHS ENGLAND SOUTH WEST ,8495
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10429
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7368
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7153
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1272
2012-10-01,NHS ENGLAND MIDLANDS ,3086
2012-10-01,NHS ENGLAND MIDLANDS ,8817
2012-10-01,NHS ENGLAND MIDLANDS ,4401
2012-10-01,NHS ENGLAND MIDLANDS ,8156
2012-10-01,NHS ENGLAND MIDLANDS ,4369
2012-10-01,NHS ENGLAND MIDLANDS ,0
2012-10-01,NHS ENGLAND MIDLANDS ,1403
2012-10-01,NHS ENGLAND SOUTH EAST ,4567
2012-10-01,NHS ENGLAND SOUTH EAST ,10590
2012-10-01,NHS ENGLAND NORTH WEST ,3495
2012-10-01,NHS ENGLAND SOUTH WEST ,0
2012-10-01,NHS ENGLAND MIDLANDS ,0
2012-10-01,NHS ENGLAND MIDLANDS ,1056
2012-10-01,NHS ENGLAND SOUTH EAST ,12375
2012-10-01,NHS ENGLAND SOUTH EAST ,13882
2012-10-01,NHS ENGLAND SOUTH EAST ,3482
2012-10-01,NHS ENGLAND SOUTH EAST ,0
2012-10-01,NHS ENGLAND NORTH WEST ,8456
2012-10-01,NHS ENGLAND NORTH WEST ,29410
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10379
2012-10-01,NHS ENGLAND SOUTH WEST ,14106
2012-10-01,NHS ENGLAND MIDLANDS ,7825
2012-10-01,NHS ENGLAND SOUTH EAST ,16777
2012-10-01,NHS ENGLAND LONDON,52720
2012-10-01,NHS ENGLAND LONDON,27305
2012-10-01,NHS ENGLAND SOUTH EAST ,13298
2012-10-01,NHS ENGLAND SOUTH WEST ,3720
2012-10-01,NHS ENGLAND SOUTH WEST ,22081
2012-10-01,NHS ENGLAND SOUTH WEST ,18491
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18583
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,48575
2012-10-01,NHS ENGLAND LONDON,36245
2012-10-01,NHS ENGLAND LONDON,0
2012-10-01,NHS ENGLAND LONDON,17183
2012-10-01,NHS ENGLAND LONDON,15760
2012-10-01,NHS ENGLAND LONDON,8766
2012-10-01,NHS ENGLAND LONDON,19923
2012-10-01,NHS ENGLAND SOUTH WEST ,5286
2012-10-01,NHS ENGLAND MIDLANDS ,15558
2012-10-01,NHS ENGLAND NORTH WEST ,11779
2012-10-01,NHS ENGLAND NORTH WEST ,15622
2012-10-01,NHS ENGLAND NORTH WEST ,5054
2012-10-01,NHS ENGLAND NORTH WEST ,6071
2012-10-01,NHS ENGLAND NORTH WEST ,17555
2012-10-01,NHS ENGLAND NORTH WEST ,2770
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,31009
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16013
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8909
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6883
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7749
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,9183
2012-10-01,NHS ENGLAND SOUTH WEST ,13310
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,23016
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,34211
2012-10-01,NHS ENGLAND SOUTH EAST ,12882
2012-10-01,NHS ENGLAND SOUTH EAST ,28886
2012-10-01,NHS ENGLAND SOUTH WEST ,3045
2012-10-01,NHS ENGLAND SOUTH WEST ,18999
2012-10-01,NHS ENGLAND NORTH WEST ,16803
2012-10-01,NHS ENGLAND NORTH WEST ,5427
2012-10-01,NHS ENGLAND NORTH WEST ,152
2012-10-01,NHS ENGLAND LONDON,32702
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12039
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7547
2012-10-01,NHS ENGLAND MIDLANDS ,3832
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,11902
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,11358
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,9727
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,27741
2012-10-01,NHS ENGLAND SOUTH WEST ,7432
2012-10-01,NHS ENGLAND SOUTH WEST ,11364
2012-10-01,NHS ENGLAND SOUTH EAST ,18306
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,24336
2012-10-01,NHS ENGLAND SOUTH EAST ,17400
2012-10-01,NHS ENGLAND SOUTH EAST ,8434
2012-10-01,NHS ENGLAND LONDON,9037
2012-10-01,NHS ENGLAND LONDON,22298
2012-10-01,NHS ENGLAND LONDON,17113
2012-10-01,NHS ENGLAND LONDON,20238
2012-10-01,NHS ENGLAND SOUTH WEST ,1457
2012-10-01,NHS ENGLAND MIDLANDS ,15947
2012-10-01,NHS ENGLAND MIDLANDS ,10327
2012-10-01,NHS ENGLAND MIDLANDS ,18060
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7535
2012-10-01,NHS ENGLAND NORTH WEST ,10530
2012-10-01,NHS ENGLAND NORTH WEST ,6238
2012-10-01,NHS ENGLAND LONDON,19141
2012-10-01,NHS ENGLAND MIDLANDS ,10913
2012-10-01,NHS ENGLAND SOUTH WEST ,14467
2012-10-01,NHS ENGLAND MIDLANDS ,17206
2012-10-01,NHS ENGLAND LONDON,5483
2012-10-01,NHS ENGLAND MIDLANDS ,9129
2012-10-01,NHS ENGLAND MIDLANDS ,16999
2012-10-01,NHS ENGLAND MIDLANDS ,3529
2012-10-01,NHS ENGLAND MIDLANDS ,6928
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,33517
2012-10-01,NHS ENGLAND NORTH WEST ,31305
2012-10-01,NHS ENGLAND NORTH WEST ,8109
2012-10-01,NHS ENGLAND NORTH WEST ,13442
2012-10-01,NHS ENGLAND SOUTH WEST ,6511
2012-10-01,NHS ENGLAND SOUTH EAST ,18240
2012-10-01,NHS ENGLAND SOUTH EAST ,20135
2012-10-01,NHS ENGLAND MIDLANDS ,6916
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8888
2012-10-01,NHS ENGLAND MIDLANDS ,15353
2012-10-01,NHS ENGLAND MIDLANDS ,15694
2012-10-01,NHS ENGLAND SOUTH EAST ,14200
2012-10-01,NHS ENGLAND SOUTH WEST ,11285
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21002
2012-10-01,NHS ENGLAND LONDON,26
2012-10-01,NHS ENGLAND SOUTH EAST ,7923
2012-10-01,NHS ENGLAND SOUTH EAST ,5605
2012-10-01,NHS ENGLAND MIDLANDS ,8236
2012-10-01,NHS ENGLAND LONDON,36506
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,12310
2012-10-01,NHS ENGLAND LONDON,23718
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19193
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22370
2012-10-01,NHS ENGLAND NORTH WEST ,9200
2012-10-01,NHS ENGLAND MIDLANDS ,30457
2012-10-01,NHS ENGLAND LONDON,11699
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16770
2012-10-01,NHS ENGLAND SOUTH WEST ,13748
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20940
2012-10-01,NHS ENGLAND MIDLANDS ,32474
2012-10-01,NHS ENGLAND SOUTH EAST ,17414
2012-10-01,NHS ENGLAND SOUTH EAST ,21188
2012-10-01,NHS ENGLAND SOUTH EAST ,8177
2012-10-01,NHS ENGLAND SOUTH WEST ,9584
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9961
2012-10-01,NHS ENGLAND NORTH WEST ,11827
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5946
2012-10-01,NHS ENGLAND SOUTH WEST ,7842
2012-10-01,NHS ENGLAND LONDON,22672
2012-10-01,NHS ENGLAND SOUTH EAST ,27222
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7359
2012-10-01,NHS ENGLAND NORTH WEST ,15256
2012-10-01,NHS ENGLAND SOUTH EAST ,9263
2012-10-01,NHS ENGLAND NORTH WEST ,13980
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17382
2012-10-01,NHS ENGLAND MIDLANDS ,19464
2012-10-01,NHS ENGLAND MIDLANDS ,25460
2012-10-01,NHS ENGLAND SOUTH EAST ,21740
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,17568
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,10482
2012-10-01,NHS ENGLAND NORTH WEST ,1014
2012-10-01,NHS ENGLAND MIDLANDS ,22405
2012-10-01,NHS ENGLAND NORTH WEST ,17731
2012-10-01,NHS ENGLAND SOUTH EAST ,807
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14904
2012-10-01,NHS ENGLAND MIDLANDS ,19525
2012-10-01,NHS ENGLAND SOUTH EAST ,18517
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,24329
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11479
2012-10-01,NHS ENGLAND MIDLANDS ,27980
2012-10-01,NHS ENGLAND NORTH WEST ,27496
2012-10-01,NHS ENGLAND NORTH WEST ,11015
2012-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,27266
2012-10-01,NHS ENGLAND SOUTH EAST ,13304
2012-10-01,NHS ENGLAND NORTH WEST ,17729
2012-10-01,NHS ENGLAND MIDLANDS ,16436
2012-10-01,NHS ENGLAND NORTH WEST ,7429
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,7426
2012-10-01,NHS ENGLAND MIDLANDS ,7269
2012-10-01,NHS ENGLAND NORTH WEST ,10413
2012-10-01,NHS ENGLAND MIDLANDS ,7048
2012-10-01,NHS ENGLAND LONDON,8429
2012-10-01,NHS ENGLAND SOUTH WEST ,1233
2012-10-01,NHS ENGLAND MIDLANDS ,11379
2012-10-01,NHS ENGLAND LONDON,28217
2012-10-01,NHS ENGLAND SOUTH EAST ,31975
2012-10-01,NHS ENGLAND LONDON,4764
2012-10-01,NHS ENGLAND SOUTH EAST ,5860
2012-10-01,NHS ENGLAND SOUTH EAST ,7771
2012-10-01,NHS ENGLAND LONDON,21006
2012-10-01,NHS ENGLAND EAST OF ENGLAND ,9173
2012-10-01,NHS ENGLAND NORTH WEST ,11044
2012-10-01,NHS ENGLAND MIDLANDS ,6918
2012-10-01,NHS ENGLAND SOUTH EAST ,10169
2012-10-01,NHS ENGLAND MIDLANDS ,1765
2012-10-01,NHS ENGLAND SOUTH EAST ,0
2012-10-01,NHS ENGLAND LONDON,12840
2012-10-01,NHS ENGLAND MIDLANDS ,4324
2012-10-01,NHS ENGLAND SOUTH EAST ,2491
2012-11-01,NHS ENGLAND MIDLANDS ,2333
2012-11-01,NHS ENGLAND SOUTH WEST ,4330
2012-11-01,NHS ENGLAND NORTH WEST ,1686
2012-11-01,NHS ENGLAND SOUTH EAST ,7708
2012-11-01,NHS ENGLAND LONDON,5005
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1278
2012-11-01,NHS ENGLAND SOUTH EAST ,2020
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10435
2012-11-01,NHS ENGLAND SOUTH WEST ,2220
2012-11-01,NHS ENGLAND MIDLANDS ,4220
2012-11-01,NHS ENGLAND MIDLANDS ,4597
2012-11-01,NHS ENGLAND MIDLANDS ,5474
2012-11-01,NHS ENGLAND MIDLANDS ,2493
2012-11-01,NHS ENGLAND SOUTH WEST ,1295
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,10529
2012-11-01,NHS ENGLAND SOUTH EAST ,0
2012-11-01,NHS ENGLAND SOUTH WEST ,9136
2012-11-01,NHS ENGLAND SOUTH EAST ,0
2012-11-01,NHS ENGLAND SOUTH EAST ,487
2012-11-01,NHS ENGLAND MIDLANDS ,4454
2012-11-01,NHS ENGLAND MIDLANDS ,4862
2012-11-01,NHS ENGLAND SOUTH WEST ,6637
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11787
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1252
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4243
2012-11-01,NHS ENGLAND MIDLANDS ,3243
2012-11-01,NHS ENGLAND MIDLANDS ,11276
2012-11-01,NHS ENGLAND MIDLANDS ,900
2012-11-01,NHS ENGLAND MIDLANDS ,4794
2012-11-01,NHS ENGLAND MIDLANDS ,1885
2012-11-01,NHS ENGLAND MIDLANDS ,10083
2012-11-01,NHS ENGLAND MIDLANDS ,7178
2012-11-01,NHS ENGLAND SOUTH EAST ,6728
2012-11-01,NHS ENGLAND SOUTH EAST ,6200
2012-11-01,NHS ENGLAND NORTH WEST ,7520
2012-11-01,NHS ENGLAND SOUTH WEST ,0
2012-11-01,NHS ENGLAND MIDLANDS ,12690
2012-11-01,NHS ENGLAND MIDLANDS ,9261
2012-11-01,NHS ENGLAND SOUTH EAST ,18165
2012-11-01,NHS ENGLAND SOUTH EAST ,5362
2012-11-01,NHS ENGLAND SOUTH EAST ,5555
2012-11-01,NHS ENGLAND SOUTH EAST ,5473
2012-11-01,NHS ENGLAND NORTH WEST ,0
2012-11-01,NHS ENGLAND NORTH WEST ,34174
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21852
2012-11-01,NHS ENGLAND SOUTH WEST ,13220
2012-11-01,NHS ENGLAND MIDLANDS ,11316
2012-11-01,NHS ENGLAND SOUTH EAST ,0
2012-11-01,NHS ENGLAND LONDON,51098
2012-11-01,NHS ENGLAND LONDON,24304
2012-11-01,NHS ENGLAND SOUTH EAST ,3283
2012-11-01,NHS ENGLAND SOUTH WEST ,2147
2012-11-01,NHS ENGLAND SOUTH WEST ,6648
2012-11-01,NHS ENGLAND SOUTH WEST ,22416
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14399
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,34556
2012-11-01,NHS ENGLAND LONDON,22729
2012-11-01,NHS ENGLAND LONDON,8058
2012-11-01,NHS ENGLAND LONDON,16960
2012-11-01,NHS ENGLAND LONDON,13444
2012-11-01,NHS ENGLAND LONDON,1882
2012-11-01,NHS ENGLAND LONDON,10813
2012-11-01,NHS ENGLAND SOUTH WEST ,118
2012-11-01,NHS ENGLAND MIDLANDS ,11260
2012-11-01,NHS ENGLAND NORTH WEST ,11884
2012-11-01,NHS ENGLAND NORTH WEST ,19383
2012-11-01,NHS ENGLAND NORTH WEST ,347
2012-11-01,NHS ENGLAND NORTH WEST ,7868
2012-11-01,NHS ENGLAND NORTH WEST ,13058
2012-11-01,NHS ENGLAND NORTH WEST ,2741
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,23657
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13433
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3270
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3374
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12860
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,16641
2012-11-01,NHS ENGLAND SOUTH WEST ,18375
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,13545
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,20655
2012-11-01,NHS ENGLAND SOUTH EAST ,13462
2012-11-01,NHS ENGLAND SOUTH EAST ,19400
2012-11-01,NHS ENGLAND SOUTH WEST ,2914
2012-11-01,NHS ENGLAND SOUTH WEST ,11377
2012-11-01,NHS ENGLAND NORTH WEST ,24516
2012-11-01,NHS ENGLAND NORTH WEST ,9989
2012-11-01,NHS ENGLAND NORTH WEST ,10472
2012-11-01,NHS ENGLAND LONDON,26656
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6463
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12910
2012-11-01,NHS ENGLAND MIDLANDS ,3949
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,26094
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,10734
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,10283
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,18942
2012-11-01,NHS ENGLAND SOUTH WEST ,26308
2012-11-01,NHS ENGLAND SOUTH WEST ,16824
2012-11-01,NHS ENGLAND SOUTH EAST ,13419
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16867
2012-11-01,NHS ENGLAND SOUTH EAST ,24660
2012-11-01,NHS ENGLAND SOUTH EAST ,11238
2012-11-01,NHS ENGLAND LONDON,13887
2012-11-01,NHS ENGLAND LONDON,28690
2012-11-01,NHS ENGLAND LONDON,24873
2012-11-01,NHS ENGLAND LONDON,11313
2012-11-01,NHS ENGLAND SOUTH WEST ,0
2012-11-01,NHS ENGLAND MIDLANDS ,16796
2012-11-01,NHS ENGLAND MIDLANDS ,10871
2012-11-01,NHS ENGLAND MIDLANDS ,19829
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14955
2012-11-01,NHS ENGLAND NORTH WEST ,2496
2012-11-01,NHS ENGLAND NORTH WEST ,892
2012-11-01,NHS ENGLAND LONDON,34457
2012-11-01,NHS ENGLAND MIDLANDS ,21511
2012-11-01,NHS ENGLAND SOUTH WEST ,18455
2012-11-01,NHS ENGLAND MIDLANDS ,24027
2012-11-01,NHS ENGLAND LONDON,8053
2012-11-01,NHS ENGLAND MIDLANDS ,2027
2012-11-01,NHS ENGLAND MIDLANDS ,13884
2012-11-01,NHS ENGLAND MIDLANDS ,2159
2012-11-01,NHS ENGLAND MIDLANDS ,3990
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,19067
2012-11-01,NHS ENGLAND NORTH WEST ,40442
2012-11-01,NHS ENGLAND NORTH WEST ,15734
2012-11-01,NHS ENGLAND NORTH WEST ,5945
2012-11-01,NHS ENGLAND SOUTH WEST ,12481
2012-11-01,NHS ENGLAND SOUTH EAST ,11812
2012-11-01,NHS ENGLAND SOUTH EAST ,15482
2012-11-01,NHS ENGLAND MIDLANDS ,10843
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4831
2012-11-01,NHS ENGLAND MIDLANDS ,4644
2012-11-01,NHS ENGLAND MIDLANDS ,13311
2012-11-01,NHS ENGLAND SOUTH EAST ,455
2012-11-01,NHS ENGLAND SOUTH WEST ,9270
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22864
2012-11-01,NHS ENGLAND LONDON,13707
2012-11-01,NHS ENGLAND SOUTH EAST ,17437
2012-11-01,NHS ENGLAND SOUTH EAST ,13045
2012-11-01,NHS ENGLAND MIDLANDS ,17853
2012-11-01,NHS ENGLAND LONDON,21526
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,8559
2012-11-01,NHS ENGLAND LONDON,14251
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13232
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,27981
2012-11-01,NHS ENGLAND NORTH WEST ,23483
2012-11-01,NHS ENGLAND MIDLANDS ,26220
2012-11-01,NHS ENGLAND LONDON,7295
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6099
2012-11-01,NHS ENGLAND SOUTH WEST ,7654
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,25584
2012-11-01,NHS ENGLAND MIDLANDS ,34114
2012-11-01,NHS ENGLAND SOUTH EAST ,7619
2012-11-01,NHS ENGLAND SOUTH EAST ,6991
2012-11-01,NHS ENGLAND SOUTH EAST ,9073
2012-11-01,NHS ENGLAND SOUTH WEST ,6440
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10993
2012-11-01,NHS ENGLAND NORTH WEST ,18404
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2012-11-01,NHS ENGLAND SOUTH WEST ,8358
2012-11-01,NHS ENGLAND LONDON,10255
2012-11-01,NHS ENGLAND SOUTH EAST ,12887
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19669
2012-11-01,NHS ENGLAND NORTH WEST ,9668
2012-11-01,NHS ENGLAND SOUTH EAST ,7480
2012-11-01,NHS ENGLAND NORTH WEST ,15704
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18267
2012-11-01,NHS ENGLAND MIDLANDS ,17099
2012-11-01,NHS ENGLAND MIDLANDS ,25533
2012-11-01,NHS ENGLAND SOUTH EAST ,33443
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,7682
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,10756
2012-11-01,NHS ENGLAND NORTH WEST ,6213
2012-11-01,NHS ENGLAND MIDLANDS ,18261
2012-11-01,NHS ENGLAND NORTH WEST ,8356
2012-11-01,NHS ENGLAND SOUTH EAST ,5608
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18169
2012-11-01,NHS ENGLAND MIDLANDS ,10765
2012-11-01,NHS ENGLAND SOUTH EAST ,16291
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,25822
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2012-11-01,NHS ENGLAND MIDLANDS ,32353
2012-11-01,NHS ENGLAND NORTH WEST ,18471
2012-11-01,NHS ENGLAND NORTH WEST ,21610
2012-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16839
2012-11-01,NHS ENGLAND SOUTH EAST ,30665
2012-11-01,NHS ENGLAND NORTH WEST ,24095
2012-11-01,NHS ENGLAND MIDLANDS ,18223
2012-11-01,NHS ENGLAND NORTH WEST ,4674
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,0
2012-11-01,NHS ENGLAND MIDLANDS ,14061
2012-11-01,NHS ENGLAND NORTH WEST ,11848
2012-11-01,NHS ENGLAND MIDLANDS ,12792
2012-11-01,NHS ENGLAND LONDON,0
2012-11-01,NHS ENGLAND SOUTH WEST ,6965
2012-11-01,NHS ENGLAND MIDLANDS ,0
2012-11-01,NHS ENGLAND LONDON,24700
2012-11-01,NHS ENGLAND SOUTH EAST ,35784
2012-11-01,NHS ENGLAND LONDON,3247
2012-11-01,NHS ENGLAND SOUTH EAST ,13610
2012-11-01,NHS ENGLAND SOUTH EAST ,10626
2012-11-01,NHS ENGLAND LONDON,14399
2012-11-01,NHS ENGLAND EAST OF ENGLAND ,4845
2012-11-01,NHS ENGLAND NORTH WEST ,290
2012-11-01,NHS ENGLAND MIDLANDS ,5928
2012-11-01,NHS ENGLAND SOUTH EAST ,1587
2012-11-01,NHS ENGLAND MIDLANDS ,11141
2012-11-01,NHS ENGLAND SOUTH EAST ,0
2012-11-01,NHS ENGLAND LONDON,7281
2012-11-01,NHS ENGLAND MIDLANDS ,11801
2012-11-01,NHS ENGLAND SOUTH EAST ,3424
2012-12-01,NHS ENGLAND MIDLANDS ,2407
2012-12-01,NHS ENGLAND SOUTH WEST ,18771
2012-12-01,NHS ENGLAND NORTH WEST ,10519
2012-12-01,NHS ENGLAND SOUTH EAST ,11594
2012-12-01,NHS ENGLAND LONDON,2505
2012-12-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3408
2012-12-01,NHS ENGLAND SOUTH EAST ,595
2012-12-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3084
2012-12-01,NHS ENGLAND SOUTH WEST ,12061
2012-12-01,NHS ENGLAND MIDLANDS ,3373
2012-12-01,NHS ENGLAND MIDLANDS ,3926
2012-12-01,NHS ENGLAND MIDLANDS ,11156
2012-12-01,NHS ENGLAND MIDLANDS ,1737
2012-12-01,NHS ENGLAND SOUTH WEST ,4919
2012-12-01,NHS ENGLAND EAST OF ENGLAND ,4425
2012-12-01,NHS ENGLAND SOUTH EAST ,6218
2012-12-01,NHS ENGLAND SOUTH WEST ,3128
2012-12-01,NHS ENGLAND SOUTH EAST ,704
2012-12-01,NHS ENGLAND SOUTH EAST ,0
2012-12-01,NHS ENGLAND MIDLANDS ,14240
2012-12-01,NHS ENGLAND MIDLANDS ,5034
2012-12-01,NHS ENGLAND SOUTH WEST ,915
2012-12-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17678
2012-12-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2012-12-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3009
2012-12-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9613
2012-12-01,NHS ENGLAND MIDLANDS ,3908
2012-12-01,NHS ENGLAND MIDLANDS ,8600
2012-12-01,NHS ENGLAND MIDLANDS ,3761
2012-12-01,NHS ENGLAND MIDLANDS ,6082
2012-12-01,NHS ENGLAND MIDLANDS ,8393
2012-12-01,NHS ENGLAND MIDLANDS ,13541
2012-12-01,NHS ENGLAND MIDLANDS ,6025
2012-12-01,NHS ENGLAND SOUTH EAST ,512
2012-12-01,NHS ENGLAND SOUTH EAST ,962
2012-12-01,NHS ENGLAND NORTH WEST ,6422
2012-12-01,NHS ENGLAND SOUTH WEST ,3067
2012-12-01,NHS ENGLAND MIDLANDS ,10066
2012-12-01,NHS ENGLAND MIDLANDS ,12901
2012-12-01,NHS ENGLAND SOUTH EAST ,5816
2012-12-01,NHS ENGLAND SOUTH EAST ,3905
2012-12-01,NHS ENGLAND SOUTH EAST ,4723
2012-12-01,NHS ENGLAND SOUTH EAST ,5554
2012-12-01,NHS ENGLAND NORTH WEST ,4511
2012-12-01,NHS ENGLAND NORTH WEST ,34739
